0;13.69401169;0;13.69401169;0;29.03131676
0.83897233;2.62973547;0.839074969;2.674069881;0.838959694;18.43517113
1.676194668;24.63570786;1.676398873;24.6982193;1.676169395;24.36270142
2.508844614;51.92798615;2.509150505;51.92195129;2.508807182;39.32188797
3.33348608;84.43925476;3.333892107;84.23522186;3.333436012;57.82568359
4.146489143;122.6153336;4.146995068;122.0306091;4.146427155;79.62852478
4.945088863;167.0904846;4.945692539;165.8635559;4.945014954;106.1476212
5.728234768;218.5569305;5.728934288;216.3029327;5.728149414;139.9487915
6.500097752;278.2711487;5.788233757;220.7236328;6.5;185.5710449
6.8664217;310.8129272;6.500890732;274.2240601;6.866318703;213.9199829
7.157502651;338.5625;6.867259026;305.1681519;7.157395363;239.9554138
7.388795376;362.4214172;7.158376217;330.6981812;7.388684273;263.7484741
7.57257843;382.6560364;7.389697075;351.2070313;7.572464943;285.0962524
7.718613148;398.8474121;7.573502541;366.3599854;7.718497276;303.9384766
7.83465147;408.8504944;7.719554901;375.516449;7.834533691;320.3055115
7.92685461;415.010498;7.835608006;380.0377502;7.926735878;334.4344482
8.000119209;419.9265747;7.92782259;386.8872375;8;345.8199768
8.000119209;138.1270294;8.001096725;447.7554321;8;80.26262665
8.019783974;136.4563446;8.001096725;123.9170303;8.019663811;80.20756531
8.043297768;127.1793594;8.020763397;127.4510498;8.043177605;80.14693451
8.071415901;112.9754257;8.044280052;124.0463715;8.071295738;80.06832886
8.105041504;97.2796402;8.072402;119.349884;8.104920387;79.9728241
8.145251274;86.88005066;8.106031418;111.2739868;8.145129204;79.85697174
8.193333626;82.07170868;8.146245956;100.7784042;8.193210602;79.71712494
8.250831604;78.91648865;8.19433403;90.52575684;8.250707626;79.54960632
8.319587708;76.29599762;8.251838684;83.56817627;8.319462776;79.35151672
8.401807785;75.24756622;8.320603371;80.2042923;8.4016819;79.12223816
8.500126839;75.25962067;8.402833939;78.42271423;8.5;78.86659241
8.598446846;75.40026855;8.50116539;77.21053314;8.5983181;78.63917542
8.680666924;75.50215912;8.599496841;76.58855438;8.68053627;78.47692108
8.749423981;75.57048035;8.681727409;76.34392548;8.749292374;78.36520386
8.806921959;75.6062851;8.750492096;76.25914001;8.806789398;78.29089355
8.855004311;75.60671997;8.80799675;76.26047516;8.85487175;78.24354553
8.895213127;75.56990051;8.856084824;76.33688354;8.895080566;78.21492004
8.928837776;75.49666595;8.896298409;76.50402069;8.928705215;78.19911194
8.956956863;75.40234375;8.929926872;76.78070831;8.956823349;78.19167328
8.980470657;75.70156097;8.958049774;77.12847137;8.980337143;78.18760681
9.000134468;76.75606537;8.981566429;77.46404266;9.000000954;78.18942261
9.000134468;428.4902954;9.001233101;77.87776947;9.000000954;433.1818237
9.0591259;428.3380737;9.001233101;428.7024536;9.058992386;433.9984741
9.129669189;427.4981689;9.060232162;428.7470093;9.129534721;434.9338379
9.214025497;426.7773438;9.130784035;428.1751404;9.213890076;436.0719604
9.314900398;426.1650391;9.215149879;427.3850708;9.314763069;437.4740601
9.435527802;425.7464905;9.316036224;426.6582947;9.435388565;439.2110291
9.57977581;425.6725769;9.436678886;426.1662903;9.579633713;441.3778076
9.752268791;426.131012;9.580944061;426.0578613;9.752124786;444.1044922
9.958538055;427.40625;9.753458023;426.5237427;9.95839119;447.5783386
10.20519733;430.2763367;9.959752083;427.8677979;10.20504761;452.0823059
10.5001564;436.5133667;10.20644188;430.9137878;10.50000191;458.0107422
;;10.50143719;436.9493408;;
